strain	genbank_accession	genbank_accession_rev	date	region	country	division	location	length	host	release_date	update_date	clade_membership	sra_accessions	abbr_authors	authors	institution
AB538713	AB538713	AB538713.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538712	AB538712	AB538712.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538711	AB538711	AB538711.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538710	AB538710	AB538710.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538709	AB538709	AB538709.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538708	AB538708	AB538708.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538707	AB538707	AB538707.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538706	AB538706	AB538706.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538705	AB538705	AB538705.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538704	AB538704	AB538704.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538703	AB538703	AB538703.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538702	AB538702	AB538702.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538701	AB538701	AB538701.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538700	AB538700	AB538700.2	2008-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538699	AB538699	AB538699.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538698	AB538698	AB538698.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538697	AB538697	AB538697.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538696	AB538696	AB538696.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538695	AB538695	AB538695.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538694	AB538694	AB538694.1	2007-XX-XX	Asia	Japan	Toyama		625	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538693	AB538693	AB538693.1	2007-XX-XX	Asia	Japan	Toyama		625	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538692	AB538692	AB538692.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538691	AB538691	AB538691.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538690	AB538690	AB538690.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538689	AB538689	AB538689.1	2007-XX-XX	Asia	Japan	Toyama		625	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538688	AB538688	AB538688.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538687	AB538687	AB538687.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538686	AB538686	AB538686.1	2007-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538685	AB538685	AB538685.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538684	AB538684	AB538684.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538683	AB538683	AB538683.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538682	AB538682	AB538682.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538681	AB538681	AB538681.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538680	AB538680	AB538680.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538679	AB538679	AB538679.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538678	AB538678	AB538678.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538677	AB538677	AB538677.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538676	AB538676	AB538676.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538675	AB538675	AB538675.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538674	AB538674	AB538674.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538673	AB538673	AB538673.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538672	AB538672	AB538672.1	2007-XX-XX	Asia	Japan	Toyama		299	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538671	AB538671	AB538671.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538670	AB538670	AB538670.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538669	AB538669	AB538669.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538668	AB538668	AB538668.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538667	AB538667	AB538667.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538666	AB538666	AB538666.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538665	AB538665	AB538665.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538664	AB538664	AB538664.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538663	AB538663	AB538663.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538662	AB538662	AB538662.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538661	AB538661	AB538661.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538660	AB538660	AB538660.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538659	AB538659	AB538659.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538658	AB538658	AB538658.2	2007-XX-XX	Asia	Japan	Toyama		1500	Culex tritaeniorhynchus	2009-12-18	2016-07-25			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538657	AB538657	AB538657.1	2005-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538656	AB538656	AB538656.1	2005-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538655	AB538655	AB538655.1	2005-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538654	AB538654	AB538654.1	2005-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538653	AB538653	AB538653.1	2005-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538652	AB538652	AB538652.1	2005-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538651	AB538651	AB538651.1	2005-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
AB538650	AB538650	AB538650.1	2005-XX-XX	Asia	Japan	Toyama		634	Culex tritaeniorhynchus	2009-12-18	2016-07-24			Obara et al	Obara,M.,Yamauchi,T.,Watanabe,M.,Hasegawa,S.,Ueda,Y.,Matsuno,K.,Iwai,M.,Horimoto,E.,Kurata,T.,Takizawa,T.,Kariwa,H.,Takashima,I.	Department of Virology; Nakataikoyama 17-1, Imizu, Toyama 939-0363
